
running 1 test
quota_trace,window-000000000000,100000,24172,0.0,[20120, 32543, 4029, 6207, 5023, 20166, 1855, 5, 80, 0, 2096, 80, 3096, 2020, 713, 374, 0, 2, 713, 34, 0, 0, 0, 0, 112, 409, 141, 112, 34, 34, 2],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000000000000,0,100000,0,24172
quota_trace,window-000055000000,100000,13101692,0.0,[22504, 34743, 6798, 5629, 3752, 13301, 2139, 0, 89, 1068, 1960, 89, 3205, 2317, 535, 0, 0, 0, 535, 268, 0, 0, 0, 0, 534, 0, 0, 534, 0, 0, 0],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000055000000,55000000,55100000,13076779,13101692
quota_trace,window-000115000000,100000,27416029,0.0,[17898, 29871, 3040, 4870, 3963, 16570, 1330, 0, 0, 0, 2535, 0, 2094, 1330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2159, 11878, 303, 2159, 0, 0, 0],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000115000000,115000000,115100000,27395386,27416029
quota_trace,window-000195000000,100000,46048042,0.0,[17423, 27200, 1622, 4215, 4577, 19293, 2420, 0, 144, 278, 2917, 144, 3684, 2707, 586, 288, 0, 0, 586, 0, 0, 0, 0, 0, 665, 5610, 4976, 665, 0, 0, 0],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000195000000,195000000,195100000,46027153,46048042
quota_trace,window-000380000000,100000,89320331,0.0,[19265, 29390, 2522, 3684, 3214, 15751, 2632, 0, 360, 1440, 3426, 360, 5952, 3352, 364, 0, 0, 0, 364, 362, 0, 0, 0, 0, 1622, 4308, 0, 1622, 4, 4, 2],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000380000000,380000000,380100000,89298329,89320331
quota_trace,window-000390000000,100000,91553616,0.0,[19860, 29049, 2281, 3388, 3137, 15872, 3108, 0, 476, 1902, 3738, 476, 7082, 4060, 486, 0, 0, 0, 486, 481, 0, 0, 0, 0, 1343, 1407, 0, 1343, 10, 10, 5],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000390000000,390000000,390100000,91530890,91553616
quota_trace,window-000520000000,100000,120846632,0.0,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40000, 50000, 10000],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000520000000,520000000,520100000,120846632,120846632
quota_trace,window-000670000000,100000,137715835,0.0,[1144, 1663, 186, 294, 266, 1082, 114, 0, 0, 0, 145, 0, 154, 114, 36, 0, 0, 0, 36, 24, 0, 0, 0, 0, 103, 0, 0, 103, 46, 47255, 47235],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000670000000,670000000,670100000,137714465,137715835
quota_trace,window-000710000000,100000,144132462,0.0,[14463, 22815, 3380, 3622, 2719, 11538, 456, 0, 0, 0, 1356, 0, 911, 456, 677, 0, 0, 0, 677, 452, 68, 4, 4, 2, 2253, 2475, 0, 2253, 900, 14456, 14063],6cb98536ddf8ed1af36775fffea7fd92588cae535626e2ab6273e3a76027fae7,84418860c872d76e77c9b7fa466d091a6f995cd1ed7a1872fb5349131aea17c3
quota_source_range,window-000710000000,710000000,710100000,144115732,144132462
quota_shape,shared-linked-1024,10432,29248,2048,8191,16,16384,65536,16384,33,61691832,67108864,1458176,1.376237036,[1024, 2048, 384, 512, 256, 1024, 128, 64, 64, 256, 256, 256, 768, 512, 32, 64, 64, 64, 32, 64, 64, 64, 64, 64, 128, 512, 512, 128, 256, 512, 256]
quota_sample,window-000000000000,22,97351,23526,19589,911,4271,[0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
quota_sample,window-000055000000,21,95562,23807,21504,544,3401,[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
quota_sample,window-000115000000,25,95503,19575,17022,529,3463,[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0]
quota_sample,window-000195000000,29,98060,20413,17032,1041,3995,[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0]
quota_sample,window-000380000000,24,96390,21198,18564,836,3910,[1, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]
quota_sample,window-000390000000,25,97839,22229,19420,846,3912,[1, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
quota_sample,window-000520000000,156,99841,0,0,834,2960,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0]
quota_sample,window-000670000000,184,99738,1370,1144,913,3503,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0]
quota_sample,window-000710000000,59,99996,16730,14463,674,3533,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0]
quota_shape,arithmetic-768,3351,10598,512,1023,14,4096,16384,2048,31,14108631,16777216,289792,0.807398950,[768, 1536, 683, 43, 43, 128, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
quota_sample,window-000000000000,1090,99927,24156,20107,109,1023,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 5, 0, 0, 0, 805]
quota_sample,window-000055000000,892,99961,24904,22495,103,1023,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 538]
quota_sample,window-000115000000,2104,99921,20623,17882,103,1023,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, 0, 0, 0, 0, 0, 0, 200]
quota_sample,window-000195000000,1967,99941,20873,17409,103,1023,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 640, 516, 0, 0, 0, 0, 0, 578]
quota_sample,window-000380000000,1628,99988,21998,19262,97,1023,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 716, 0, 0, 0, 0, 0, 0, 192]
quota_sample,window-000390000000,1456,99927,22709,19843,97,1023,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 274]
quota_sample,window-000520000000,8333,99996,0,0,17,665,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8333, 0, 0, 0]
